----------------------------------------------------------------------------------------------------------------
Search Criteria:,
"     Text Search: "STRIDES" (advanced)"
"     Limit to: Project Title"
----------------------------------------------------------------------------------------------------------------
"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","DUNS Number","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available"," ","STRIDES ","n/a","OD","10492296","9/22/2021 12:00:00 AM"," ","3OT2OD027060-01S9","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/22/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","4094626"," ","NIMH","20000","0"," ","20000",
"No NIH Category available"," ","STRIDES ","n/a","OD","10492296","9/22/2021 12:00:00 AM"," ","3OT2OD027060-01S9","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/22/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","4094626"," ","NLM","900000","0"," ","900000",
"No NIH Category available"," ","STRIDES ","n/a","OD","10492296","9/22/2021 12:00:00 AM"," ","3OT2OD027060-01S9","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/22/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","4094626"," ","NIA","407000","0"," ","407000",
"No NIH Category available"," ","STRIDES ","n/a","OD","10492296","9/22/2021 12:00:00 AM"," ","3OT2OD027060-01S9","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/22/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","4094626"," ","NCI","5000","0"," ","5000",
"No NIH Category available"," ","STRIDES","n/a","OD","10493328","9/24/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SE","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/24/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","1752"," ","NINR","1752"," "," ","1752",
"No NIH Category available"," ","STRIDES ","n/a","OD","10399888","5/24/2021 12:00:00 AM"," ","3OT2OD027060-01S7","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","5/24/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","527800"," ","NLM","3000","0"," ","3000",
"No NIH Category available"," ","STRIDES ","n/a","OD","10399888","5/24/2021 12:00:00 AM"," ","3OT2OD027060-01S7","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","5/24/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","527800"," ","NINDS","3000","0"," ","3000",
"No NIH Category available"," ","STRIDES ","n/a","OD","10399888","5/24/2021 12:00:00 AM"," ","3OT2OD027060-01S7","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","5/24/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","527800"," ","NHGRI","4800","0"," ","4800",
"No NIH Category available"," ","STRIDES ","n/a","OD","10399888","5/24/2021 12:00:00 AM"," ","3OT2OD027060-01S7","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","5/24/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","527800"," ","NIA","5000","0"," ","5000",
"No NIH Category available"," ","STRIDES ","n/a","OD","10399888","5/24/2021 12:00:00 AM"," ","3OT2OD027060-01S7","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","5/24/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","527800"," ","NCI","90000","0"," ","90000",
"No NIH Category available"," ","STRIDES ","n/a","OD","10399888","5/24/2021 12:00:00 AM"," ","3OT2OD027060-01S7","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","5/24/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","527800"," ","OD","422000","0"," ","422000",
"No NIH Category available"," ","STRIDES","n/a","OD","10373794","3/18/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01S8","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","300"," ","NICHD","300"," "," ","300",
"No NIH Category available"," ","STRIDES","n/a","OD","10401000","5/25/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SA","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","5/25/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","538600"," ","OD","202000","0"," ","202000",
"No NIH Category available"," ","STRIDES","n/a","OD","10401000","5/25/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SA","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","5/25/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","538600"," ","NIDDK","6000","0"," ","6000",
"No NIH Category available"," ","STRIDES","n/a","OD","10401000","5/25/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SA","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","5/25/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","538600"," ","NIBIB","20000","0"," ","20000",
"No NIH Category available"," ","STRIDES","n/a","OD","10401000","5/25/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SA","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","5/25/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","538600"," ","NLM","300000","0"," ","300000",
"No NIH Category available"," ","STRIDES","n/a","OD","10401000","5/25/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SA","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","5/25/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","538600"," ","NEI","10600","0"," ","10600",
"No NIH Category available"," ","STRIDES","n/a","OD","10396379","5/24/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01S9","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","5/24/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","70000"," ","NLM","70000"," ","C3","70000",
"No NIH Category available"," ","STRIDES","n/a","OD","10491499","9/22/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SD","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/22/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","10382359"," ","NLM","1100000","0"," ","1100000",
"No NIH Category available"," ","STRIDES","n/a","OD","10491499","9/22/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SD","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/22/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","10382359"," ","NIGMS","399999","0"," ","399999",
"No NIH Category available"," ","STRIDES","n/a","OD","10491499","9/22/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SD","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/22/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","10382359"," ","NICHD","160000","0"," ","160000",
"No NIH Category available"," ","STRIDES","n/a","OD","10491499","9/22/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SD","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/22/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","10382359"," ","NIAMS","66000","0"," ","66000",
"No NIH Category available"," ","STRIDES","n/a","OD","10491499","9/22/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SD","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/22/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","10382359"," ","NIAID","35250","0"," ","35250",
"No NIH Category available"," ","STRIDES","n/a","OD","10491499","9/22/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SD","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/22/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","10382359"," ","NHLBI","3910000","0"," ","3910000",
"No NIH Category available"," ","STRIDES","n/a","OD","10491499","9/22/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SD","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/22/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","10382359"," ","NIMH","1700000","0"," ","1700000",
"No NIH Category available"," ","STRIDES","n/a","OD","10491499","9/22/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SD","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/22/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","10382359"," ","NIDA","45000","0"," ","45000",
"No NIH Category available"," ","STRIDES","n/a","OD","10491499","9/22/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SD","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/22/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","10382359"," ","NEI","4000","0"," ","4000",
"No NIH Category available"," ","STRIDES","n/a","OD","10491499","9/22/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SD","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/22/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","10382359"," ","NCI","706517","0"," ","706517",
"No NIH Category available"," ","STRIDES","n/a","OD","10491499","9/22/2021 12:00:00 AM","RFA-OT-A1-038","3OT2OD027852-01SD","3","OT2","OD","027852","01","S","WEBER, MICHAEL NICHOLAS N","9/27/2018 12:00:00 AM","9/23/2022 12:00:00 AM","ZOD1-SRC(99)"," ","15679024","LIPKIN, JOEL A","Not Applicable","10","Unavailable","089896737","US"," "," ","10052403","FOUR POINTS TECHNOLOGY, LLC","CHANTILLY","VA","Domestic For-Profits","201513834","UNITED STATES","N","9/22/2021 12:00:00 AM","9/23/2022 12:00:00 AM","310","Other","2021","10382359"," ","OD","2255593","0"," ","2255593",
"No NIH Category available"," ","STRIDES ","n/a","OD","10477478","9/21/2021 12:00:00 AM"," ","3OT2OD027060-01S8","3","OT2","OD","027060","01","S","WEBER, MICHAEL NICHOLAS N","8/1/2018 12:00:00 AM","7/31/2022 12:00:00 AM","ZHL1-SRC(99)"," ","15584968","DRINKWINE, TERRY ","Not Applicable","11","Unavailable","088365767","US"," "," ","10051506","CARAHSOFT TECHNOLOGY CORPORATION","RESTON","VA","Domestic For-Profits","201905328","UNITED STATES","N","9/21/2021 12:00:00 AM","7/31/2022 12:00:00 AM","310","Other","2021","5415229"," ","OD","4442026","0"," ","4442026",
