----------------------------------------------------------------------------------------------------------------
Search Criteria:,
"     Fiscal Year: Active Projects,  2021,  2020,  2019,  2018,  2017,  2016,  2015,  2014,  2013,  2012,  2011,  2010,  2009,  2008,  2007,  2006,  2005,  2004,  2003,  2002,  2001,  2000,  1999,  1998,  1997,  1996,  1995,  1994,  1993,  1992,  1991,  1990,  1989,  1988,  1987,  1986,  1985"
"     Agency/​Institute/​Center: NCATS"
"     Admin: Yes"
"     Text Search: Translator (and)"
"     Limit to: Project Title,  Project Terms,  Project Abstracts"
----------------------------------------------------------------------------------------------------------------
"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","DUNS Number","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available","Accounting;Address;Algorithms;Architecture;Area;Code;Collaborations;Communication;Computer software;Computers;Development;Disease;Institutes;Institution;Knowledge;Machine Learning;Maps;Measures;Oregon;Output;Pathogenesis;Pathway interactions;Pennsylvania;Pharmaceutical Preparations;Phase;Phenotype;Proteins;Rare Diseases;Recommendation;Registries;Resources;Roentgen Rays;Semantics;Site;Software Framework;Source;Symptoms;System;Systems Biology;Therapeutic;TimeLine;United States National Institutes of Health;Universities;Variant;Work;application programming interface;base;data translator;experience;genetic variant;improved;knowledge graph;middleware;prototype;tool","Biomedical Data Translator Development of Autonomous Relay Agent: ARAX","n/a","NCATS","10333468","2/9/2021 12:00:00 AM","RFA-OT-A1-009","3OT2TR003428-01S1","3","OT2","TR","003428","01","S","BECK, TYLER","1/23/2020 12:00:00 AM","1/22/2022 12:00:00 AM","ZTR1-SRC(99)"," ","8434665","RAMSEY, STEPHEN A.","DEUTSCH, ERIC ; KOSLICKI, DAVID ","04","Unavailable","053599908","US","44.569006","-123.277867","6297004","OREGON STATE UNIVERSITY","CORVALLIS","OR","Domestic Higher Education","973318555","UNITED STATES","N","1/23/2021 12:00:00 AM","1/22/2022 12:00:00 AM","350","Other","2021","897051"," ","NCATS","833965","63086"," ","897051",
"No NIH Category available","Address;Adoption;Automation;Bypass;Client;Communities;Data;Databases;Ecosystem;Failure;Gatekeeping;Individual;Infrastructure;Knowledge;Methods;Modeling;Output;Provider;Pythons;Registries;Resources;Running;Schedule;Semantics;Source;Structure;System;Thinness;application programming interface;base;data ingestion;data integration;data resource;improved;knowledge graph;knowledge integration;non-compliance;web app","BioThings Explorer: A platform for distributed knowledge integration across biomedical APIs","n/a","NCATS","10333462","2/9/2021 12:00:00 AM","RFA-OT-A1-009","3OT2TR003427-01S1","3","OT2","TR","003427","01","S","BECK, TYLER","1/24/2020 12:00:00 AM","1/23/2022 12:00:00 AM","ZTR1-SRC(99)"," ","2053276","SU, ANDREW I","Not Applicable","49","Unavailable","781613492","US","32.903152","-117.243436","7375802","SCRIPPS RESEARCH INSTITUTE","LA JOLLA","CA","Research Institutes","920371000","UNITED STATES","N","1/24/2021 12:00:00 AM","1/23/2022 12:00:00 AM","350","Other","2021","880817"," ","NCATS","609032","271785"," ","880817",
"No NIH Category available","Accounting;Address;Algorithms;Architecture;Collaborations;Communities;Data;Data Reporting;Data Set;Databases;Digestion;Elements;Environment;Formulation;Funding;Generations;Goals;Graph;Infrastructure;Knowledge;Libraries;Machine Learning;Maintenance;Metadata;Methods;Mind;Modeling;Ontology;Phase;Provider;Risk;Services;Specific qualifier value;Specificity;Standardization;Techniques;Time;Update;Work;arbitrary spin;base;biomedical scientist;capsule;data modeling;data sharing;database query;distributed data;innovation;member;next generation;novel;novel strategies;programs;response;tool","ARAGORN: Autonomous Relay Agent for Generation Of Ranked Networks","n/a","NCATS","10332268","2/6/2021 12:00:00 AM","RFA-OT-A1-009","3OT2TR003441-01S1","3","OT2","TR","003441","01","S","BECK, TYLER","1/23/2020 12:00:00 AM","1/22/2022 12:00:00 AM","ZTR1-SRC(99)"," ","2797832","TROPSHA, ALEXANDER ","WANG, PATRICK ","04","Unavailable","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","Domestic Higher Education","275990001","UNITED STATES","N","1/23/2021 12:00:00 AM","1/22/2022 12:00:00 AM","350","Other","2021","1052712"," ","NCATS","902234","150478"," ","1052712",
"No NIH Category available","Address;Adult;Algorithmic Software;Algorithms;Architecture;Area;Benchmarking;COVID-19;COVID-19 severity;Child;Childhood;Clinical;Clinical Data;Clinical Research;Collaborations;Common Data Element;Communities;Community of Practice;Computer software;Country;Cultural Evolution;Data;Data Analyses;Data Set;Decentralization;Development;Discipline;Ecosystem;Electronic Health Record;FAIR principles;Fast Healthcare Interoperability Resources;Foundations;Goals;Gold;Health;Health system;Individual;Informatics;Information Resources;Information Technology;Infrastructure;Institution;Knowledge;Learning;Licensing;Longevity;Metadata;Methodology;Methods;Modeling;Morphologic artifacts;Outcome;Participant;Patients;Pediatrics;Prediction of Response to Therapy;Process;Public Health Informatics;Quality Control;Rare Diseases;Reporting;Research;Scanning;Science;Severities;Severity of illness;Software Engineering;Software Tools;Synapses;System;Technology;Training;Translational Research;United States National Institutes of Health;Update;Variant;Vision;Work;base;blind;clinical care;cloud based;cohort;collaborative approach;collaborative environment;coronavirus disease;data ecosystem;data harmonization;data modeling;data quality;data resource;data sharing;data standards;data translator;design;digital health;experience;health care quality;implementation process;improved;innovation;interoperability;invention;open data;open source;predictive modeling;quality assurance;software development;success;support network;tool;vaccine effectiveness","A National Center for Digital Health Informatics Innovation","Project Narrative
The National Center for Data to Health (CD2H) is an informatics coordination effort to generate methods,
technologies and approaches to support network research across the CTSAs. The Pediatric COVID-19
DREAM Challenge will ask community participants to predict severity status in children, using the National
COVID Cohort Collaborative (N3C) Electronic Health Record (EHR) data. The desired outcome for this
challenge is to produce trained and validated pediatric COVID-19 severity prediction models that can be
implemented into a clinical workflow in an EHR to help facilitate appropriate treatment.","NCATS","10464821","9/24/2021 12:00:00 AM","PA-20-272","3U24TR002306-05S1","3","U24","TR","002306","05","S","MISQUITTA, LEONIE","9/25/2021 12:00:00 AM","6/30/2022 12:00:00 AM","ZTR1(01)"," ","1869835","HAENDEL, MELISSA A","CHUTE, CHRISTOPHER G; EICHMANN, DAVID A.; WILCOX, ADAM BENJAMIN","06","BIOSTATISTICS & OTHER MATH SCI","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","9/25/2021 12:00:00 AM","6/30/2022 12:00:00 AM","350","Other Research-Related","2021","96811"," ","NCATS","84111","12700","Reg-CV","96811",
"No NIH Category available","Address;Adopted;Agonist;Benchmarking;Cloud Computing;Collaborations;Collection;Colorado;Communities;Computer software;Data Commons;Environment;Evaluation;Feedback;Funding;Gene Mutation;Gold;Information Retrieval;Knowledge;Legal patent;Licensing;Link;Literature;Machine Learning;Metadata;Mining;Modeling;Movement;Ontology;Output;Participant;Performance;Pharmaceutical Preparations;Process;Proteins;Provider;PubMed;Publications;Recording of previous events;Research;Resources;Scientist;Semantics;Source;Specific qualifier value;Structure;System;Technology;Terminology;Text;Time;United States National Institutes of Health;Update;Work;base;biomedical ontology;cloud based;community engagement;improved;information organization;journal article;knowledge graph;knowledge of results;open data;open source;text searching;tool","High Performance Text Mining for Translator","n/a","NCATS","10334356","2/9/2021 12:00:00 AM","RFA-OT-A1-009","3OT2TR003422-01S1","3","OT2","TR","003422","01","S","BECK, TYLER","1/23/2020 12:00:00 AM","1/22/2022 12:00:00 AM","ZTR1-SRC(99)"," ","2415974","HUNTER, LAWRENCE E","Not Applicable","06","Unavailable","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","Domestic Higher Education","800452571","UNITED STATES","N","1/23/2021 12:00:00 AM","1/22/2022 12:00:00 AM","350","Other","2021","471239"," ","NCATS","303047","168192"," ","471239",
"No NIH Category available","Address;Algorithms;Bayesian Network;Biochemistry;Bioinformatics;Clinical Sciences;Computer software;Coupling;Data;Data Science;Databases;Derivation procedure;Development;Engineering;Graph;Human;Information Retrieval;Institutes;Intelligence;Joints;Knowledge;Lead;Link;Mathematics;Measures;Modeling;Molecular;Molecular Biology;Pathway interactions;Periodicity;Research Personnel;Software Engineering;Source;Structure;Systems Development;The Cancer Genome Atlas;Translational Research;Uncertainty;United States National Institutes of Health;Universities;Vision;advanced system;base;biomarker discovery;cheminformatics;college;computer science;data translator;drug development;information organization;knowledge base;markov model;novel;professor;prototype","Pathway Hypotheses Knowledge-base: A Knowledge Source for the Biomedical Data Translator","n/a","NCATS","10333496","2/6/2021 12:00:00 AM","RFA-OT-A1-009","3OT2TR003436-01S1","3","OT2","TR","003436","01","S","BECK, TYLER","1/24/2020 12:00:00 AM","1/23/2022 12:00:00 AM","ZTR1-SRC(99)"," ","9983770","SANTOS, EUGENE ","Not Applicable","02","Unavailable","041027822","US","43.709674","-72.286767","2021601","DARTMOUTH COLLEGE","HANOVER","NH","Domestic Higher Education","037551421","UNITED STATES","N","1/24/2021 12:00:00 AM","1/23/2022 12:00:00 AM","350","Other","2021","666063"," ","NCATS","542841","123222"," ","666063",
"No NIH Category available","Address;Administrator;Businesses;Clinical;Communication;Conflict (Psychology);Development;Disputes;Electronic Mail;Ensure;Exposure to;Friends;Funding;Goals;Grant;Institutes;Institution;Intellectual Property;Internet;Joints;Knowledge;Leadership;Licensing;Location;Methods;Outcome;Output;Patients;Performance;Persons;Policies;Preparation;Procedures;Progress Reports;Provider;Research Design;Research Project Grants;Research Support;Resolution;Resources;Telephone;Universities;Work;authority;conflict resolution;data analysis pipeline;data translator;disorder subtype;knowledge graph;learning strategy;meetings;open source;open source tool;organizational structure;programs;success;symposium;vector","Translator Red Knowledge (TReK)","n/a","NCATS","10333460","2/6/2021 12:00:00 AM","RFA-OT-A1-009","3OT2TR003434-01S1","3","OT2","TR","003434","01","S","BECK, TYLER","1/23/2020 12:00:00 AM","1/22/2022 12:00:00 AM","ZTR1-SRC(99)"," ","8753687","WENG, CHUNHUA ","DUMONTIER, MICHEL ; TA, CASEY NGHIA","13","INTERNAL MEDICINE/MEDICINE","621889815","US","40.841253","-73.940404","1833205","COLUMBIA UNIVERSITY HEALTH SCIENCES","NEW YORK","NY","SCHOOLS OF MEDICINE","100323725","UNITED STATES","N","1/23/2021 12:00:00 AM","1/22/2022 12:00:00 AM","350","Other","2021","499158"," ","NCATS","378258","120900"," ","499158",
"No NIH Category available","Address;Agreement;Algorithms;Aloral;Architecture;Biological;Collaborations;Communication;Communities;Computer software;Consensus;Data;Development;Documentation;Ensure;Fruit;Infrastructure;Investments;Knowledge;Libraries;Modeling;Nature;Ontology;Pharmaceutical Preparations;Process;Protocols documentation;Provider;Registries;Resources;Services;Source;Standardization;System;Testing;Update;Validation;Voting;Work;biomedical ontology;collaborative environment;data infrastructure;data lake;data modeling;data standards;design;disease phenotype;innovation;knowledge graph;next generation;novel strategies","A Common Dialect for Infrastructure and Services in Translator","n/a","NCATS","10330632","2/9/2021 12:00:00 AM","RFA-OT-A1-009","3OT2TR003449-01S1","3","OT2","TR","003449","01","S","BECK, TYLER","1/23/2020 12:00:00 AM","1/22/2022 12:00:00 AM","ZTR1-SRC(99)"," ","1869835","HAENDEL, MELISSA A","BIZON, CHRISTOPHER ; MUNGALL, CHRISTOPHER J","04","Unavailable","053599908","US","44.569006","-123.277867","6297004","OREGON STATE UNIVERSITY","CORVALLIS","OR","Domestic Higher Education","973318555","UNITED STATES","N","1/23/2021 12:00:00 AM","1/22/2022 12:00:00 AM","350","Other","2021","1238040"," ","NCATS","1097766","140274"," ","1238040",
"No NIH Category available","Address;Big Data;Cell Line;Clinical;Collaborations;Collection;Communities;Complex;Data;Data Analyses;Data Analytics;Data Set;Disease;Electronic Health Record;Ethics;FAIR principles;Gene Mutation;Individual;Ingestion;Knowledge;Knowledge Extraction;Letters;Location;Machine Learning;Malignant Neoplasms;Manuals;Measurement;Methods;Ontology;Outcome;Pathway interactions;Pharmaceutical Preparations;Process;Proteins;Provider;Records;Research;Research Personnel;Resistance;Resources;Specific qualifier value;Standardization;Technology;Time;Translational Research;Work;experience;indexing;interest;interoperability;knowledge graph;knowledge integration;large datasets;microbiome;novel;success;tool;tumor","DOCKET: accelerating knowledge extraction from biomedical data sets","n/a","NCATS","10330627","2/9/2021 12:00:00 AM","RFA-OT-A1-009","3OT2TR003443-01S1","3","OT2","TR","003443","01","S","BECK, TYLER","1/24/2020 12:00:00 AM","1/23/2022 12:00:00 AM","ZTR1-SRC(99)"," ","9841070","GLUSMAN, GUSTAVO ","HADLOCK, JENNIFER ; SHMULEVICH, ILYA ","07","Unavailable","135646524","US","47.622042","-122.337243","4106301","INSTITUTE FOR SYSTEMS BIOLOGY","SEATTLE","WA","Research Institutes","981095263","UNITED STATES","N","1/24/2021 12:00:00 AM","1/23/2022 12:00:00 AM","350","Other","2021","676757"," ","NCATS","369813","306944"," ","676757",
"No NIH Category available","Knowledge","Translator Red Knowledge (TReK)","n/a","NCATS","10056880","1/23/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003434-01","1","OT2","TR","003434","01"," ","BECK, TYLER","1/23/2020 12:00:00 AM","1/22/2022 12:00:00 AM","ZTR1-SRC(99)"," ","8753687","WENG, CHUNHUA ","DUMONTIER, MICHEL ; TA, CASEY NGHIA","13","INTERNAL MEDICINE/MEDICINE","621889815","US","40.841253","-73.940404","1833205","COLUMBIA UNIVERSITY HEALTH SCIENCES","NEW YORK","NY","SCHOOLS OF MEDICINE","100323725","UNITED STATES","N","1/23/2020 12:00:00 AM","1/22/2021 12:00:00 AM","350","Other","2020","610913"," ","NCATS","465773","145140"," ","610913",
"Data Science; Networking and Information Technology R&D (NITRD)","Address;Area;Big Data to Knowledge;Biomedical Computing;Clinical Trials;Communities;Computer software;Computers;Data;Data Collection;Data Set;Data Sources;Evaluation;Goals;Knowledge;Laboratories;Literature;Manuals;Metadata;Methodology;Methods;Ontology;Patients;Peer Review;Performance;Process;Provider;Publications;Publishing;Records;Research;Resources;Scientist;Semantics;Services;Source;Standardization;System;Techniques;Technology;Testing;Text;United States National Institutes of Health;Work;biomedical ontology;data dictionary;data standards;experimental study;interest;interoperability;knowledge graph;knowledge integration;online repository;patient population;programs;prospective;repository;response;secondary analysis;spelling;statistics;translational medicine","A Knowledge Provider for Scruffy Sources of Metadata in Translational Medicine","n/a","NCATS","10057243","1/23/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003453-01","1","OT2","TR","003453","01"," ","COLVIS, CHRISTINE","1/23/2020 12:00:00 AM","4/7/2020 12:00:00 AM","ZTR1-SRC(99)"," ","1858670","MUSEN, MARK A","Not Applicable","18","INTERNAL MEDICINE/MEDICINE","009214214","US","37.429038","-122.178178","8046501","STANFORD UNIVERSITY","STANFORD","CA","SCHOOLS OF MEDICINE","943052004","UNITED STATES","N","1/23/2020 12:00:00 AM","4/7/2020 12:00:00 AM","350","Other","2020","55984"," ","NCATS","35500","20484"," ","55984",
"Networking and Information Technology R&D (NITRD)","Address;Algorithms;Big Data;Chickens;Conflict (Psychology);Data;Data Analytics;Data Set;Databases;Development;Disease;Epidemiology;Epistemology;Glycine decarboxylase;Knowledge;Learning;Malignant Neoplasms;Measurement;Medical;Molecular;Multiomic Data;Names;Pathway interactions;Provider;Quality Control;Recording of previous events;Research;Research Personnel;Resources;Role;Science;Signal Transduction;Source;System;Technical Expertise;Testing;Vision;Vitamin K;Walking;Weight;Work;base;biobank;cancer risk;cohort;disorder risk;egg;experience;implementation research;improved;interoperability;knowledge graph;medical specialties;multiple omics;programs;stem cells;tool","EVIDARA: Automated Evidential Support from Raw Data for relay agents in Biomedical KG Queries","n/a","NCATS","10057190","1/24/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003450-01","1","OT2","TR","003450","01"," ","BECK, TYLER","1/24/2020 12:00:00 AM","1/23/2022 12:00:00 AM","ZTR1-SRC(99)"," ","9454292","HUANG, SUI ","BARANZINI, SERGIO E","07","Unavailable","135646524","US","47.622042","-122.337243","4106301","INSTITUTE FOR SYSTEMS BIOLOGY","SEATTLE","WA","Research Institutes","981095263","UNITED STATES","N","1/24/2020 12:00:00 AM","1/23/2021 12:00:00 AM","350","Other","2020","895954"," ","NCATS","683215","212739"," ","895954",
"Bioengineering; Networking and Information Technology R&D (NITRD)","Address;Agreement;Algorithms;Aloral;Architecture;Biological;Collaborations;Communication;Communities;Computer software;Consensus;Data;Development;Documentation;Ensure;Fruit;Infrastructure;Investments;Knowledge;Libraries;Modeling;Nature;Ontology;Pharmaceutical Preparations;Process;Protocols documentation;Provider;Registries;Resources;Services;Source;Standardization;System;Testing;Update;Validation;Voting;Work;biomedical ontology;collaborative environment;data infrastructure;data lake;data modeling;data standards;design;disease phenotype;innovation;knowledge graph;next generation;novel strategies","A Common Dialect for Infrastructure and Services in Translator","n/a","NCATS","10057176","1/23/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003449-01","1","OT2","TR","003449","01"," ","BECK, TYLER","1/23/2020 12:00:00 AM","1/22/2022 12:00:00 AM","ZTR1-SRC(99)"," ","1869835","HAENDEL, MELISSA A","BIZON, CHRISTOPHER ; MUNGALL, CHRISTOPHER J","04","Unavailable","053599908","US","44.569006","-123.277867","6297004","OREGON STATE UNIVERSITY","CORVALLIS","OR","Domestic Higher Education","973318555","UNITED STATES","N","1/23/2020 12:00:00 AM","1/22/2021 12:00:00 AM","350","Other","2020","958322"," ","NCATS","817043","141279"," ","958322",
"Bioengineering; Data Science; Machine Learning and Artificial Intelligence; Networking and Information Technology R&D (NITRD)","Artificial Intelligence;Behavior;Biochemistry;Bioinformatics;Communities;Custom;Data;Data Science;Databases;Development;Effectiveness;Engineering;Familiarity;Industry;Information Resources;Information Retrieval;Knowledge;Label;Language;Machine Learning;Manuals;Modeling;Molecular Biology;Pattern;Performance;Provider;PubMed;Reporting;Research;Research Personnel;Risk;Semantics;Software Engineering;Structure;Surface;Technology Assessment;Testing;Text;Time;Training;Trust;United States National Institutes of Health;base;case-based;cheminformatics;computer science;experience;insight;prototype;response;structured data;syntax","xARA: ARA through Explainable AI","n/a","NCATS","10057158","1/24/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003448-01","1","OT2","TR","003448","01"," ","BECK, TYLER","1/24/2020 12:00:00 AM","1/23/2022 12:00:00 AM","ZTR1-SRC(99)"," ","15931780","GORMLEY, JOSEPH ","WEBER, ROSINA ","07","Unavailable","079532263","US","42.349496","-71.063738","130301","TUFTS MEDICAL CENTER","BOSTON","MA","Independent Hospitals","021111552","UNITED STATES","N","1/24/2020 12:00:00 AM","1/23/2021 12:00:00 AM","350","Other","2020","795873"," ","NCATS","595812","200061"," ","795873",
"Machine Learning and Artificial Intelligence; Networking and Information Technology R&D (NITRD); Precision Medicine","Adopted;BRAF gene;Biological Markers;Biology;Cancer Patient;Cell Line;Clinic;Clinical Trials;Computer software;Data;Disease;Ensure;Epidermal Growth Factor Receptor;Funding;Gefitinib;Genes;Goals;Health system;Informatics;Investigation;Investigational Drugs;Knowledge;Label;Lead;Link;Machine Learning;Malignant neoplasm of lung;Manuals;Medical Students;Mining;Modeling;Modernization;Molecular Profiling;Mutate;Mutation;Ontology;Patient Recruitments;Patients;Pharmaceutical Preparations;Pharmacogenomics;Positioning Attribute;Publications;Research;Resources;Sampling;Scientist;Signs and Symptoms;Source;Supervision;Text;Training;Translational Research;United States National Institutes of Health;Work;base;biomarker discovery;crowdsourcing;data resource;deep learning;improved;in silico;individual patient;knowledge graph;learning strategy;melanoma;molecular scale;mouse model;mutant;new therapeutic target;novel;novel marker;ontology development;optimal treatments;patient population;pre-clinical;precision medicine;preclinical study;recruit;specific biomarkers;tool","Drug biomarker resources for precise translational research","n/a","NCATS","10056488","1/24/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003426-01","1","OT2","TR","003426","01"," ","COLVIS, CHRISTINE","1/24/2020 12:00:00 AM","4/7/2020 12:00:00 AM","ZTR1-SRC(99)"," ","12156433","CHEN, BIN ","Not Applicable","08","Unavailable","193247145","US","42.748478","-84.483276","5245901","MICHIGAN STATE UNIVERSITY","EAST LANSING","MI","Domestic Higher Education","488242600","UNITED STATES","N","1/24/2020 12:00:00 AM","4/7/2020 12:00:00 AM","350","Other","2020","58210"," ","NCATS","37195","21015"," ","58210",
"Networking and Information Technology R&D (NITRD)","Benchmarking;Communities;Computer software;Feedback;Knowledge;Licensing;Literature;Mining;Modeling;Output;Performance;Provider;PubMed;Publications;Resources;Technology;Terminology;Text;Update;information organization;text searching","High Performance Text Mining for Translator","n/a","NCATS","10053507","1/23/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003422-01","1","OT2","TR","003422","01"," ","BECK, TYLER","1/23/2020 12:00:00 AM","1/22/2022 12:00:00 AM","ZTR1-SRC(99)"," ","2415974","HUNTER, LAWRENCE E","Not Applicable","06","Unavailable","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","Domestic Higher Education","800452571","UNITED STATES","N","1/23/2020 12:00:00 AM","1/22/2021 12:00:00 AM","350","Other","2020","735622"," ","NCATS","473068","262554"," ","735622",
"No NIH Category available","Data;Development","Biomedical Data Translator Development of Autonomous Relay Agent: ARAX","n/a","NCATS","10056621","1/23/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003428-01","1","OT2","TR","003428","01"," ","BECK, TYLER","1/23/2020 12:00:00 AM","1/22/2022 12:00:00 AM","ZTR1-SRC(99)"," ","8434665","RAMSEY, STEPHEN A.","DEUTSCH, ERIC ; KOSLICKI, DAVID ","04","Unavailable","053599908","US","44.569006","-123.277867","6297004","OREGON STATE UNIVERSITY","CORVALLIS","OR","Domestic Higher Education","973318555","UNITED STATES","N","1/23/2020 12:00:00 AM","1/22/2021 12:00:00 AM","350","Other","2020","847828"," ","NCATS","728164","119664"," ","847828",
"Bioengineering; Coronaviruses; Networking and Information Technology R&D (NITRD)","Area;Clinical Informatics;Clinical Research;Collaborations;Communities;Computer software;Ecosystem;Evaluation;Evolution;Goals;Health;Health Science Library;Health Sciences;Healthcare;Human;Informatics;Information Sciences;Infrastructure;Leadership;Longevity;Methods;Modeling;Oregon;Rare Diseases;Research;Research Institute;Resources;Science;Services;The Jackson Laboratory;Training;Translational Research;Universities;Vendor;Washington;biomedical informatics;cohort;coronavirus disease;digital;health record;informatics infrastructure;informatics tool;innovation;open data;tool","CD2H - National COVID Cohort Collaborative (N3C)","NARRATIVE
We propose to create a national network for enabling digital health research, innovation, and continuous
improvement. The goal is to use information science to impact the way that health care functions and the lives
of those it serves
!","NCATS","10165345","7/21/2020 12:00:00 AM","PA-18-591","3U24TR002306-04S1","3","U24","TR","002306","04","S","MISQUITTA, LEONIE","9/20/2017 12:00:00 AM","6/30/2021 12:00:00 AM","ZTR1(01)"," ","1869835","HAENDEL, MELISSA A","CHUTE, CHRISTOPHER G; CHUTE, CHRISTOPHER G; EICHMANN, DAVID A.; EICHMANN, DAVID A.; GUINNEY, JUSTIN ; GUINNEY, JUSTIN ; WILCOX, ADAM BENJAMIN; WILCOX, ADAM BENJAMIN","03","NONE","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","LIBRARIES","972393098","UNITED STATES","N","7/21/2020 12:00:00 AM","6/30/2021 12:00:00 AM","350","Other Research-Related","2020","1234660"," ","NCATS","1172739","61921","C3","1234660",
"Genetics","Address;Advisory Committees;Binding;Biological;Biology;Cells;Chemicals;Communication;Complex;Data;Data Analyses;Data Set;Databases;Development;Discipline;Disease;Face;Gene Expression;Genes;Genetic Code;Knowledge;Methods;Modeling;Molecular;Names;Pathway interactions;Phenotype;Positioning Attribute;Post-Translational Protein Processing;Process;Production;Proteins;Provider;Research Personnel;Resources;Science;Source;Surface;System;Systems Biology;Terminology;Toxic effect;Translations;Vision;base;data access;data exploration;data structure;diverse data;experience;experimental study;genetic variant;interest;molecular scale;novel therapeutics;outreach;protein protein interaction;prototype;screening;side effect;small molecule;web-based tool","A Translator Knowledge Provider for Systems Chemical Biology","n/a","NCATS","10056962","1/23/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003437-01","1","OT2","TR","003437","01"," ","BECK, TYLER","1/23/2020 12:00:00 AM","1/22/2022 12:00:00 AM","ZTR1-SRC(99)"," ","1879023","CLEMONS, PAUL ANDREW","Not Applicable","07","Unavailable","623544785","US","42.363318","-71.087781","10021177","BROAD INSTITUTE, INC.","CAMBRIDGE","MA","Research Institutes","021421027","UNITED STATES","N","1/23/2020 12:00:00 AM","1/22/2021 12:00:00 AM","350","Other","2020","637123"," ","NCATS","398202","238921"," ","637123",
"No NIH Category available","Address;Adoption;Automation;Bypass;Client;Communities;Data;Databases;Ecosystem;Failure;Gatekeeping;Individual;Infrastructure;Knowledge;Methods;Modeling;Output;Provider;Pythons;Registries;Resources;Running;Schedule;Semantics;Source;Structure;System;Thinness;application programming interface;base;data ingestion;data integration;data resource;improved;knowledge graph;knowledge integration;non-compliance;web app","BioThings Explorer: A platform for distributed knowledge integration across biomedical APIs","n/a","NCATS","10056577","1/24/2020 12:00:00 AM","RFA-OT-A1-009","1OT2TR003427-01","1","OT2","TR","003427","01"," ","BECK, TYLER","1/24/2020 12:00:00 AM","1/23/2022 12:00:00 AM","ZTR1-SRC(99)"," ","2053276","SU, ANDREW I","Not Applicable","49","Unavailable","781613492","US","32.903152","-117.243436","7375802","SCRIPPS RESEARCH INSTITUTE","LA JOLLA","CA","Research Institutes","920371000","UNITED STATES","N","1/24/2020 12:00:00 AM","1/23/2021 12:00:00 AM","350","Other","2020","1098388"," ","NCATS","784063","314325"," ","1098388",
